PRODUCT,SYMBOOL | ISIN,VALUTA,LAATST,+/-,+/- %,SLOT,LAAG,HOOG,LAATSTE,
KV,GR0124034688,EUR,"% 102,80","-0,05","-0,05%","102,859","102,70","102,80",17:20:04,R
GRIECHENLAND 17-28D,,,,,,,,,,
KV,GR0128015725,EUR,"% 103,26","+0,06","+0,05%","103,199","102,22","103,26",17:00:06,R
GRIECHENLAND 17-33C,,,,,,,,,,
KV,GR0133011248,EUR,"% 102,30","+0,22","+0,21%","102,077","101,55","102,37",17:00:07,R
GRIECHENLAND 17-37C,,,,,,,,,,
KV,GR0138015814,EUR,"% 102,19","-0,62","-0,60%","102,815","101,18","103,50",17:20:04,R
GRIECHENLAND 17-42C,,,,,,,,,,
KV,GR0118017657,EUR,"% 99,55","-0,50","-0,50%","100,053","99,55","99,55",17:00:15,R
GRIECHENLAND 18-25D,,,,,,,,,,
KV,XS1629387462,EUR,"% 95,30","+0,11","+0,12%","95,185","95,25","95,30",17:00:07,R
HEIDMATFINLU 17/27D,,,,,,,,,,
KV,9HKA | DE000A3H3JV5,EUR,"% 94,75","-0,25","-0,26%","95,00","94,75","94,75",17:10:48,R
HEP GLOBAL 21/26D,,,,,,,,,,
KV,FR0000585333,EUR,% —,—,—%,"75,00",—,—,—,R
HSBCTSDIFRN29JUL49D,,,,,,,,,,
KV,XS1696445516,EUR,"% 93,44","-0,63","-0,67%","94,079","93,44","93,44",10:12:57,R
HUNGARY 17/27D,,,,,,,,,,
KV,DE000A19S801,EUR,"% 0,045","0,00","0,00%","0,045","0,045","0,045",15:54:32,R
HYLEA GROUP 17/22D,,,,,,,,,,
KV,DE000A2GSGU8,EUR,"% 100,80","-0,20","-0,19%","101,00","100,80","100,80",17:10:49,R
IKB DT.IND.BK.NRA 17/27D,,,,,,,,,,
KV,DE000A2E4Q88,EUR,"% 99,50","-0,85","-0,85%","100,355","99,50","99,50",17:10:49,R
IKB MTN 17/27D,,,,,,,,,,
KV,OIEB | IE00B4TV0D44,EUR,"% 101,00","-0,28","-0,27%","101,282","101,00","101,00",10:12:58,R
IRLAND 09-25B,,,,,,,,,,
KV,OIEQ | IE00BV8C9B83,EUR,"% 85,69","-0,23","-0,26%","85,921","85,69","85,69",08:23:46,R
IRLAND 17/37A,,,,,,,,,,
KV,IE00BKFVC568,EUR,"% 92,90","-0,03","-0,03%","92,935","92,84","92,92",17:17:01,R
IRLAND 20/27A,,,,,,,,,,
KV,OIED | IE00BKFVC899,EUR,"% 85,11","-0,26","-0,31%","85,375","85,11","85,21",11:46:02,R
IRLAND 20/30A,,,,,,,,,,
KV,IE00BKFVC345,EUR,"% 76,62","-0,06","-0,08%","76,684","76,14","76,62",17:17:01,R
IRLAND 20/35A,,,,,,,,,,
KV,OIEP | IE00BV8C9418,EUR,"% 96,14","-0,36","-0,37%","96,504","96,12","96,14",16:00:10,R
IRLAND 2026A,,,,,,,,,,
KV,OIEC | IE00BJ38CR43,EUR,"% 98,55","+0,47","+0,48%","98,076","97,41","98,55",14:01:45,R
IRLAND 2030A,,,,,,,,,,
KV,OIEK | IE00BV8C9186,EUR,"% 83,01","0,00","0,00%","83,01","82,37","83,04",17:00:06,R
IRLAND 2045A,,,,,,,,,,
KV,IE00BMQ5JL65,EUR,"% 81,92","+0,04","+0,05%","81,875","81,20","81,92",17:17:01,R
IRLAND 21/31A,,,,,,,,,,
KV,IE00BMD03L28,EUR,"% 82,07","+0,01","+0,02%","82,051","81,65","82,08",17:20:04,R
IRLAND 22/32A,,,,,,,,,,
KV,IE000GVLBXU6,EUR,"% 98,28","+0,23","+0,23%","98,048","97,52","98,33",17:00:06,R
IRLAND 23/43B,,,,,,,,,,
KV,IT0005386245,EUR,"% 98,251","-0,02","-0,02%","98,271","98,237","98,274",17:20:04,R
ITALIEN 19/25C,,,,,,,,,,
KV,IT0005370306,EUR,"% 97,77","+0,03","+0,03%","97,732","97,68","97,79",17:00:08,R
ITALIEN 19/26C,,,,,,,,,,
KV,IT0005358806,EUR,"% 95,27","+0,33","+0,35%","94,932","94,72","95,27",17:00:08,R
ITALIEN 19/35B,,,,,,,,,,
KV,IT0005377152,EUR,"% 87,82","+0,46","+0,53%","87,352","87,09","87,85",17:20:04,R
ITALIEN 19/40B,,,,,,,,,,
KV,IT0005363111,EUR,"% 92,74","+0,62","+0,67%","92,117","91,83","92,74",17:17:01,R
ITALIEN 19/49C,,,,,,,,,,
KV,IT0005398406,EUR,"% 71,47","+0,53","+0,75%","70,938","70,62","71,47",17:17:01,R
ITALIEN 19/50B,,,,,,,,,,
KV,IT0005416570,EUR,"% 93,13","+0,09","+0,10%","93,035","92,96","93,13",17:00:06,R
ITALIEN 20/27C,,,,,,,,,,
KV,IT0005413171,EUR,"% 88,87","-0,33","-0,37%","89,20","88,87","88,87",10:12:57,R
ITALIEN 20/30C,,,,,,,,,,
KV,IT0005421703,EUR,"% 71,52","+0,29","+0,41%","71,227","70,83","71,53",17:20:04,R
ITALIEN 20/41C,,,,,,,,,,
KV,IT0005425233,EUR,"% 60,00","+0,30","+0,50%","59,699","59,31","60,00",14:23:03,R
ITALIEN 20/51C,,,,,,,,,,
KV,IT0005452989,EUR,"% 99,646","0,00","0,00%","99,65","99,64","99,66",17:20:04,R
ITALIEN 21/24C,,,,,,,,,,
KV,ITGV | IT0005474330,EUR,"% 98,477","-0,02","-0,02%","98,503","98,464","98,495",17:20:04,R
ITALIEN 21/24B,,,,,,,,,,
KV,IT0005437147,EUR,"% 94,527","+0,03","+0,03%","94,491","94,447","94,529",17:20:04,R
ITALIEN 21/26B,,,,,,,,,,
KV,IT0005454241,EUR,"% 93,56","+0,06","+0,06%","93,498","93,46","93,57",17:20:04,R
ITALIEN 21/26B,,,,,,,,,,
KV,IT0005467482,EUR,"% 87,845","+0,15","+0,17%","87,692","87,59","87,86",17:20:04,R
ITALIEN 21/29C,,,,,,,,,,
KV,IT0005436693,EUR,"% 81,03","-0,50","-0,61%","81,533","81,03","81,03",10:12:57,R
ITALIEN 21/31C,,,,,,,,,,
KV,IT0005433195,EUR,"% 70,02","+0,33","+0,47%","69,69","69,44","70,03",17:10:48,R
ITALIEN 21/37D,,,,,,,,,,
KV,IT0005438004,EUR,"% 62,69","+0,31","+0,49%","62,38","61,96","62,69",17:17:01,R
ITALIEN 21/45C,,,,,,,,,,
KV,IT0005441883,EUR,"% 59,81","+0,26","+0,44%","59,543","58,97","59,90",17:20:04,R
ITALIEN 21/72D,,,,,,,,,,
KV,IT0005519787,EUR,"% 101,975","+0,09","+0,08%","101,884","101,655","101,985",17:20:04,R
ITALIEN 22/29C,,,,,,,,,,
KV,IT0005494239,EUR,"% 91,63","+0,32","+0,35%","91,302","91,14","91,65",17:20:04,R
ITALIEN 22/32B,,,,,,,,,,
KV,IT0005518128,EUR,"% 105,08","+0,38","+0,36%","104,699","104,50","105,10",17:20:04,R
ITALIEN 22/33C,,,,,,,,,,
KV,IT0005508590,EUR,"% 100,24","-0,52","-0,51%","100,76","100,24","100,24",10:12:57,R
ITALIEN 22/35B,,,,,,,,,,
KV,IT0005496770,EUR,"% 91,26","+0,45","+0,49%","90,81","90,57","91,28",17:20:04,R
ITALIEN 22/38D,,,,,,,,,,
KV,IT0005480980,EUR,"% 64,48","-0,54","-0,83%","65,024","64,48","64,48",10:12:57,R
ITALIEN 22/52B,,,,,,,,,,
KV,IT0005538597,EUR,"% 100,84","+0,04","+0,04%","100,799","100,74","100,88",17:00:06,R
ITALIEN 23/26B,,,,,,,,,,
KV,XS2378483494,EUR,"% 96,00","+1,52","+1,61%","94,479","95,99","96,00",12:43:10,R
IUTECREDIT 21/26D,,,,,,,,,,
KV,ES0000090466,EUR,"% 110,07",—,—%,—,"110,07","110,07",10:12:57,R
JUNTA DE ANDALUCIA 04-34C,,,,,,,,,,
KV,XS1484645616,EUR,"% 78,75","+1,23","+1,59%","77,514","78,75","78,75",10:12:58,R
KAERNT.AUSGL.-FDS 16-32ZOB,,,,,,,,,,
KV,AT0000A17Z60,EUR,"% 98,174","+0,13","+0,13%","98,04","98,00","98,174",17:20:04,R
KELAG-KAERNT.ELE.14-26MTND,,,,,,,,,,
KV,DE000NRW0LC9,EUR,"% 68,37","-1,11","-1,60%","69,483","67,70","68,78",17:20:04,R
LAND NRW MTN.LSA R.1468F,,,,,,,,,,
KV,LRBA | XS1615677280,EUR,"% 93,495","+0,03","+0,03%","93,465","93,41","93,525",17:20:04,R
LANDWIRT.R.BK 17/27 MTNF,,,,,,,,,,
KV,NL0000002707,NLG,% —,—,—%,—,—,—,—,R
"LEDGER3,5%29DEC49F",,,,,,,,,,
KV,XS1619567677,EUR,"% 93,10","-0,06","-0,07%","93,167","93,05","93,11",17:20:04,R
LITAUEN 17/27 MTND,,,,,,,,,,
KV,XS1619568139,EUR,"% 74,06","-0,64","-0,86%","74,707","74,06","74,36",17:17:01,R
LITAUEN 17/47 MTND,,,,,,,,,,
KV,XS1271836600,EUR,"% 99,45","+0,31","+0,31%","99,14","99,25","99,75",17:00:22,R
LUFTHANSA AG SUB.ANL15/75C,,,,,,,,,,
KV,DE000A2YNRD5,EUR,"% 50,00","0,00","0,00%","50,00","50,00","50,00",10:12:57,R
M OBJEKT RE ANL 19/24D,,,,,,,,,,
KV,DE000A289RN6,EUR,"% 99,17","-0,05","-0,05%","99,222","99,16","99,22",17:00:06,R
M.B.INT.FIN. 20/25 MTNB,,,,,,,,,,
KV,ES00001010K8,EUR,"% 101,35","-0,28","-0,27%","101,634","101,35","101,35",08:23:46,R
MADRID COMUN 23/33D,,,,,,,,,,
KV,DE000A169NC2,EUR,"% 93,51","-0,07","-0,08%","93,585","93,44","93,51",17:00:15,R
MERCEDESBENZ MTN 16/28A,,,,,,,,,,
KV,DE000A2GSLY0,EUR,"% 93,165","-0,06","-0,07%","93,233","93,065","93,165",17:00:15,R
MERCEDESBENZ MTN 17/27D,,,,,,,,,,
KV,DE000A2GSCW3,EUR,"% 91,70","-0,17","-0,19%","91,879","91,70","91,70",10:12:57,R
MERCEDESBENZ MTN 17/29B,,,,,,,,,,
KV,DE000A2GSCX1,EUR,"% 86,46","-0,02","-0,02%","86,483","85,64","86,46",17:00:06,R
MERCEDESBENZ MTN 17/37B,,,,,,,,,,
KV,MRKB | XS1152343668,EUR,"% 99,03","-0,49","-0,49%","99,523","99,03","99,03",08:23:46,R
MERCK KGAA SUB.ANL.14/74C,,,,,,,,,,
KV,XS1203941775,EUR,"% 98,383","-0,07","-0,07%","98,461","98,377","98,395",17:17:01,R
METRO MTN 15/25C,,,,,,,,,,
KV,BMENZ | PTMENZOM0004,EUR,% —,—,—%,"102,00",—,—,—,R
"MOTA 5,75% 20OCT27D",,,,,,,,,,
KV,MHYC | DE000MHB18J6,EUR,"% 92,83","-0,39","-0,42%","93,227","92,83","92,83",10:12:57,R
MUENCH.HYP.BK. MTN-PF1762D,,,,,,,,,,
KV,XS0439764191,EUR,"% 33,90","-0,25","-0,73%","34,15","33,90","33,90",10:12:57,R
NB FIN. 09/44 ZO MTND,,,,,,,,,,
KV,NL0010071189,EUR,"% 98,24","+0,24","+0,24%","98,00","97,71","98,24",16:44:23,R
NED 2.5%15JAN33F,,,,,,,,,,
KV,NL0000102234,EUR,"% 110,95","-0,12","-0,11%","111,072","110,61","111,69",17:04:49,R
NEDER4%15JAN37F,,,,,,,,,,
KV,AI261 | NL0000102317,EUR,"% 109,40","+0,32","+0,29%","109,076","108,95","109,40",16:53:57,R
"NEDER5,5%15JAN28F",,,,,,,,,,
KV,NL0011220108,EUR,"% 97,14","+0,03","+0,03%","97,107","97,12","97,15",17:07:09,R
NEDERL.25%15JUL25F,,,,,,,,,,
KV,NL0011819040,EUR,"% 95,33","-0,09","-0,09%","95,421","95,33","95,45",15:24:21,R
NEDERLAND0.5%JUL26F,,,,,,,,,,
KV,NLBG | NL0009446418,EUR,"% 110,57","+0,09","+0,09%","110,471","110,09","110,57",17:17:01,R
NEDERLD 10-42F,,,,,,,,,,
KV,NL1T | NL0010721999,EUR,"% 97,28","+0,19","+0,20%","97,082","96,56","97,29",17:00:07,R
NEDERLD 14-47F,,,,,,,,,,
KV,NLA2 | NL0011220108,EUR,"% 97,08","-0,02","-0,02%","97,107","97,07","97,12",17:00:07,R
NEDERLD 15-25F,,,,,,,,,,
KV,CA639832AA25,CAD,% —,—,—%,—,—,—,09-02-16,R
"NEDWBK CAD 5,2%25D",,,,,,,,,,
KV,XS1648298559,EUR,"% 97,24","-0,14","-0,14%","97,385","97,24","97,24",10:12:57,R
NESTLE HLDGS 17/25 MTNA,,,,,,,,,,
KV,ZRW3 | DE000A2NBR88,EUR,"% 100,50","-4,00","-3,82%","104,50","100,50","100,50",12:06:10,R
NEUE ZWL ZAHNRADW. 18/24D,,,,,,,,,,
KV,XS0249580357,EUR,"% 75,50","-4,50","-5,62%","80,00","75,50","75,50",17:00:21,R
NIBC BANK 06/UND. FLRD,,,,,,,,,,
KV,XS0249580357,EUR,% —,—,—%,"80,00",—,—,—,R
NIBC FRNPLD,,,,,,,,,,
KV,XS0215294512,USD,% —,—,—%,"87,00",—,—,—,R
NIBC FRNPLD,,,,,,,,,,
KV,NLBA | NL0011819040,EUR,"% 95,39","-0,03","-0,03%","95,421","95,34","95,42",17:17:01,R
NIEDERLANDE 16-26F,,,,,,,,,,
KV,NLA6 | NL0012171458,EUR,"% 94,22","-0,09","-0,10%","94,318","94,13","94,22",17:00:07,R
NIEDERLANDE 17-27F,,,,,,,,,,
KV,NL0015614579,EUR,"% 46,28","-0,17","-0,37%","46,453","45,93","46,28",17:00:21,R
NIEDERLANDE 20/52F,,,,,,,,,,
KV,NL00150012X2,EUR,"% 82,16","+0,16","+0,20%","81,992","81,37","82,18",17:00:08,R
NIEDERLANDE 22/54F,,,,,,,,,,
KV,DE000A2E4GS9,EUR,"% 93,09","+0,10","+0,10%","92,99","93,09","93,09",10:12:57,R
NIEDERS.SCH.A.17/27 A.872F,,,,,,,,,,
KV,NL0015614579,EUR,% —,—,—%,"46,453",—,—,—,R
NL 0% DSL 15JAN52F,,,,,,,,,,
KV,NL0014555419,EUR,"% 85,20","+0,13","+0,15%","85,065","85,01","85,20",10:26:17,R
NL 0% DSL 15JUL30F,,,,,,,,,,
KV,NL0015000QL2,EUR,"% 95,54","-0,06","-0,06%","95,602","95,54","95,68",17:17:50,R
NL 0% DSL15JAN2026F,,,,,,,,,,
KV,NL0012171458,EUR,"% 94,25","-0,06","-0,07%","94,318","94,25","94,25",13:44:35,R
"NL 0,75% 15JUL27F",,,,,,,,,,
KV,NL0013332430,EUR,"% 88,60","-0,03","-0,04%","88,636","88,60","88,60",13:37:32,R
NL 0.25% 15JUL29F,,,,,,,,,,
KV,NL0012818504,EUR,"% 92,94","+0,34","+0,37%","92,593","92,94","92,94",15:28:04,R
NL 0.75% 15JUL28F,,,,,,,,,,
KV,NL0010733424,EUR,"% 99,97","0,00","0,00%","99,974","99,97","99,98",16:05:49,R
NL 2%15JUL2024F,,,,,,,,,,
KV,NL0010721999,EUR,"% 97,00","-0,08","-0,08%","97,082","97,00","97,00",12:29:03,R
NL 2.75%15JAN47F,,,,,,,,,,
KV,NL0009446418,EUR,"% 111,19","+0,71","+0,65%","110,471","110,10","111,19",15:31:53,R
NL 3.75% 15JAN42F,,,,,,,,,,
KV,NL0015031501,EUR,"% 93,54","+0,25","+0,27%","93,287","93,51","93,54",17:26:49,R
NL DSL 15JAN2027F,,,,,,,,,,
KV,NL2X2 | NL00150012X2,EUR,% —,—,—%,"81,992",—,—,—,R
NL2% DSL 15JAN54F,,,,,,,,,,
KV,NL0015001AM2,EUR,"% 98,30","+0,70","+0,72%","97,596","97,52","98,35",16:37:06,R
NL2.5% DSL 15JUL33F,,,,,,,,,,
KV,NL0013552060,EUR,"% 68,71","-1,16","-1,66%","69,872","68,71","70,57",16:07:12,R
NLGREN0.50%15JAN40F,,,,,,,,,,
KV,NL0000003572,EUR,% —,—,—%,—,—,—,—,R
NLRENTE ZC15JAN35F,,,,,,,,,,
KV,NL0000003598,EUR,% —,—,—%,"68,00",—,—,—,R
NLRENTEZC15JAN37F,,,,,,,,,,
KV,DE000NLB8E26,EUR,"% 98,10","-0,40","-0,40%","98,50","98,10","98,10",10:12:57,R
NORDLB NACHR.IS.14/24D,,,,,,,,,,
KV,DE000NLB1DD3,EUR,"% 97,85","0,00","0,00%","97,85","97,85","97,94",17:10:52,R
NORDLB NACHRANG 2015D,,,,,,,,,,
KV,DE000NLB8K69,EUR,"% 99,50","+0,30","+0,30%","99,20","99,50","99,50",17:10:53,R
NORDLB NACHRANG 2016C,,,,,,,,,,
KV,XS0869315241,EUR,"% 79,64","-5,64","-6,61%","85,281","79,64","79,64",10:12:57,R
NOVO BANCO S.A. 13/43D,,,,,,,,,,
KV,XS0897950878,EUR,"% 84,44","+0,20","+0,23%","84,24","84,44","84,44",10:12:57,R
NOVO BANCO S.A. 13/43D,,,,,,,,,,
KV,XS0972653132,EUR,"% 21,50",—,—%,—,"21,50","21,50",17:00:15,R
NOVO BANCO S.A. 13/48 ZOD,,,,,,,,,,
KV,XS1034421419,EUR,"% 23,00","-7,68","-25,03%","30,681","23,00","23,00",17:00:15,R
NOVO BANCO S.A. 14/49 ZOD,,,,,,,,,,
KV,XS1031115014,EUR,"% 28,67",—,—%,—,"28,65","28,67",17:00:15,R
NOVO BANCO S.A. 14/49 ZOD,,,,,,,,,,
KV,XS1055501974,EUR,"% 26,81","-0,85","-3,09%","27,667","26,64","26,81",17:00:15,R
NOVO BANCO S.A. 14/52 ZOD,,,,,,,,,,
KV,ETANW | FR0013451507,EUR,"% 85,92","+0,36","+0,42%","85,556","85,50","85,92",13:49:17,R
OAT 0% 25NOV29F,,,,,,,,,,
KV,ETAMU | FR0013154028,EUR,% —,—,—%,"62,939",—,—,—,R
OAT 1.75%25MAI66F,,,,,,,,,,
KV,ETALL | FR0010916924,EUR,% —,—,—%,"100,714",—,—,—,R
OAT 3.50%25APR26F,,,,,,,,,,
KV,ETAPO | FR0014007TY9,EUR,"% 97,90","+0,05","+0,05%","97,848","97,90","97,90",10:57:16,R
OAT0%25FEB2025F,,,,,,,,,,
KV,ETANV | FR0013415627,EUR,"% 97,67","+0,08","+0,08%","97,583","97,67","97,67",10:56:55,R
OAT0%25MARS2025F,,,,,,,,,,
KV,ETAPC | FR0013516549,EUR,% —,—,—%,"82,952",—,—,—,R
OAT0%25NOV2030F,,,,,,,,,,
KV,ETAPA | FR0013508470,EUR,"% 95,10","+0,03","+0,03%","95,063","95,10","95,20",10:41:34,R
OAT0%FEV26F,,,,,,,,,,
KV,ETANS | FR0013407236,EUR,% —,—,—%,"88,992",—,—,—,R
OAT0.50%25MAY29F,,,,,,,,,,
KV,ETANZ | FR0013480613,EUR,% —,—,—%,"51,164",—,—,—,R
OAT0.75%25MAY52F,,,,,,,,,,
KV,ETANM | FR0013341682,EUR,% —,—,—%,"91,134",—,—,—,R
OAT0.75%25NOV28F,,,,,,,,,,
KV,ETAMP | FR0012993103,EUR,"% 90,58","-0,32","-0,35%","90,903","90,58","90,58",16:13:14,R
"OAT1,50%25MAI2031F",,,,,,,,,,
KV,ETANJ | FR0013313582,EUR,% —,—,—%,"83,889",—,—,—,R
OAT1.25%25MAI2034F,,,,,,,,,,
KV,ETAGI | FR0010171975,EUR,"% 108,33","+1,40","+1,31%","106,922","108,27","108,33",15:52:19,R
OAT4%25APR55F,,,,,,,,,,
KV,ETAHK | FR0010371401,EUR,"% 106,53","-0,50","-0,47%","107,034","106,53","106,53",14:30:03,R
OAT4%25OCT38F,,,,,,,,,,
KV,ETAHZ | FR0010773192,EUR,% —,—,—%,"113,36",—,—,—,R
"OAT4,5%25AVR41F",,,,,,,,,,
KV,ETAFE | FR0010070060,EUR,% —,—,—%,"113,708",—,—,—,R
"OAT4,75%25APR35F",,,,,,,,,,
KV,ETALD | FR0010870956,EUR,% —,—,—%,"107,968",—,—,—,R
OAT4.00%25AVRIL60F,,,,,,,,,,
KV,ETACW | FR0000571218,EUR,"% 110,54","-0,57","-0,51%","111,116","110,54","110,54",13:50:10,R
"OAT5,5%25APR29F",,,,,,,,,,
KV,ETAAH | FR0000187635,EUR,% —,—,—%,"119,153",—,—,—,R
"OAT5,75%25OCT32F",,,,,,,,,,
KV,ETACU | FR0000571150,EUR,"% 103,78","+0,36","+0,34%","103,42","103,78","103,78",10:57:08,R
OAT6%25OCT25F,,,,,,,,,,
KV,ZZXH | XS1071747023,EUR,"% 96,575","-0,05","-0,05%","96,632","96,425","96,58",17:17:01,R
OEBB INFRAST 14/29 MTNA,,,,,,,,,,
KV,OET8 | AT0000A0U299,EUR,"% 110,73","-0,69","-0,62%","111,423","110,00","110,73",17:00:23,R
OESTERR. 12/62D,,,,,,,,,,
KV,OSTD | AT0000A185T1,EUR,"% 99,23","-0,21","-0,21%","99,443","99,195","99,262",17:10:52,R
OESTERR. 14/24A,,,,,,,,,,
KV,OETE | AT0000A1FAP5,EUR,"% 97,39","-0,07","-0,07%","97,462","97,36","97,429",17:20:04,R
OESTERR. 15/25A,,,,,,,,,,
KV,AT0000A1PEF7,EUR,"% 58,33","+0,27","+0,47%","58,053","54,79","58,39",17:20:04,R
OESTERR. 16/86A,,,,,,,,,,
KV,OETL | AT0000A1VGK0,EUR,"% 93,745","+0,01","+0,02%","93,726","93,555","93,745",17:20:04,R
OESTERR. 17/27A,,,,,,,,,,
KV,AT0000A28KX7,EUR,"% 99,892","-0,04","-0,04%","99,936","99,872","99,892",17:20:04,R
OESTERREICH 19/24 MTNA,,,,,,,,,,
KV,AT0000A2HLC4,EUR,"% 43,78","+0,10","+0,23%","43,677","43,50","43,83",17:20:04,R
OESTERREICH 20/2120 MTNA,,,,,,,,,,
KV,XS1294343337,EUR,"% 102,41","-0,33","-0,32%","102,74","102,01","102,42",17:00:07,R
OMV AG 15-UND. FLRD,,,,,,,,,,
KV,XS1734689620,EUR,"% 94,64","-0,12","-0,13%","94,763","94,455","94,65",17:00:07,R
OMV AG 17/26 MTNB,,,,,,,,,,
KV,AA261 | AT0000383864,EUR,"% 110,00","+0,50","+0,46%","109,492","110,00","110,00",15:47:15,R
OOSTNRIJK 6 1/4%27F,,,,,,,,,,
KV,FTEI | FR0000471930,EUR,"% 133,60","-0,79","-0,58%","134,39","133,60","133,60",10:12:57,R
ORANGE 03/33 MTND,,,,,,,,,,
KV,OTEL | PTOTELOE0028,EUR,% —,—,—%,"86,833",—,—,—,R
"OT 0,475% 18JAN30D",,,,,,,,,,
KV,OTEX | PTOTEXOE0024,EUR,% —,—,—%,"96,389",—,—,—,R
"OT 1,95% 15JUN29B",,,,,,,,,,
KV,OTEV | PTOTEVOE0018,EUR,% —,—,—%,"97,701",—,—,—,R
"OT 2,125%17OCT28B",,,,,,,,,,
KV,OTEW | PTOTEWOE0017,EUR,"% 93,05","+0,08","+0,09%","92,965","93,05","93,05",15:00:58,R
"OT 2,25% 18APR34B",,,,,,,,,,
KV,BOTEK | PTOTEKOE0011,EUR,% —,—,—%,"99,722",—,—,—,R
"OT 2,875%15OCT25D",,,,,,,,,,
KV,OTRVG | PTOTVMOE0000,EUR,"% 100,75","-0,02","-0,02%","100,77","100,75","100,75",09:48:59,R
OTRV FRN 23JUL25D,,,,,,,,,,
KV,XS1853998182,EUR,"% 99,30","-0,26","-0,26%","99,561","99,30","99,30",17:00:22,R
OTTO GCKG NTS.18/UNBEFR.D,,,,,,,,,,
KV,DE000A2GSB86,EUR,"% 58,00","0,00","0,00%","58,00","58,00","60,00",17:10:53,R
PARAGON IHS 17/27D,,,,,,,,,,
KV,DE000A3H2TU8,EUR,"% 91,50","+0,50","+0,54%","91,00","91,00","91,50",17:18:42,R
PAUL TECH AG IHS.20/25D,,,,,,,,,,
KV,DE000A2YN1K5,EUR,"% 97,00","0,00","0,00%","97,00","97,00","97,00",10:12:57,R
PCC SE ITV.19/25D,,,,,,,,,,
KV,XS1766612672,EUR,"% 95,805","+0,07","+0,08%","95,727","95,74","95,82",17:00:08,R
POLEN 18/26 MTND,,,,,,,,,,
KV,P9TN | PTOTE5OE0007,EUR,"% 108,38","+0,28","+0,26%","108,096","107,75","108,42",17:00:08,R
PORTUGAL 06-37C,,,,,,,,,,
KV,PTOTEBOE0020,EUR,"% 107,73","+0,47","+0,44%","107,257","106,82","107,81",17:00:08,R
PORTUGAL 15-45D,,,,,,,,,,
KV,PTOTETOE0012,EUR,"% 99,31","-0,64","-0,64%","99,955","99,30","99,31",13:06:09,R
PORTUGAL 16-26C,,,,,,,,,,
KV,PTOTEUOE0019,EUR,"% 103,50","-0,02","-0,02%","103,524","103,315","103,50",17:00:06,R
PORTUGAL 17-27C,,,,,,,,,,
KV,PTOTEVOE0018,EUR,"% 97,68","-0,02","-0,02%","97,701","97,52","97,68",17:00:21,R
PORTUGAL 18-28B,,,,,,,,,,
KV,DE000A2AASM1,EUR,"% 96,995","+8,49","+9,59%","88,50","95,505","96,995",14:57:56,R
PROKON REG.ANL.16(17-30)D,,,,,,,,,,
KV,DE000A254RV3,EUR,"% 13,02","+1,02","+8,50%","12,00","13,02","13,02",05-07-24,R
PUBLITY AG ANL.20/25D,,,,,,,,,,
KV,XS1382784509,EUR,"% 96,60","+0,10","+0,11%","96,494","96,50","96,75",17:10:45,R
RABO1.25%23MAR2026A,,,,,,,,,,
KV,XS1180130939,EUR,"% 95,62","-0,59","-0,61%","96,211","95,62","95,62",16:57:36,R
RABO1.375%3FEB27B,,,,,,,,,,
KV,RABO | XS1002121454,EUR,"% 109,48","+0,19","+0,17%","109,29","109,24","109,48",17:35:11,R
RABOCERTIFFRNPLA,,,,,,,,,,
KV,XS0525602339,EUR,"% 100,98","+0,38","+0,37%","100,60","100,92","100,98",14:05:33,R
RB 4.125%14JUL25B,,,,,,,,,,
KV,XS0211284491,EUR,% —,—,—%,"86,786",—,—,—,R
RB FX/IL FRNFEB35D,,,,,,,,,,
KV,RCICW | FR0013334695,EUR,% —,—,—%,"96,397",—,—,—,R
RCIBAN1.625%MAY26B,,,,,,,,,,
KV,DE000A289R82,EUR,"% 99,00","0,00","0,00%","99,00","99,00","99,00",17:10:52,R
RECONCEPT IHS 20/25D,,,,,,,,,,
KV,RNL2 | FR0013299435,EUR,"% 95,988","-0,15","-0,16%","96,146","95,988","95,988",08:23:45,R
RENAULT 17-25 MTNC,,,,,,,,,,
KV,RNL | FR0000140014,EUR,"% 335,05","+1,05","+0,31%","334,00","331,01","345,00",16:55:55,R
RENAULTPFRN24OCT49B,,,,,,,,,,
KV,OFBP | FR0011461037,EUR,"% 96,66","+0,46","+0,48%","96,198","95,77","96,66",16:00:39,R
REP. FSE 13/45 O.A.T.F,,,,,,,,,,
KV,5RFY | FR0011962398,EUR,"% 99,31","0,00","0,00%","99,319","99,29","99,34",17:00:07,R
REP. FSE 14-24 O.A.T.F,,,,,,,,,,
KV,FTAW | FR0011883966,EUR,"% 97,72","+0,18","+0,18%","97,539","97,345","97,72",17:17:01,R
REP. FSE 14-30 O.A.T.F,,,,,,,,,,
KV,F1R1 | FR0013200813,EUR,"% 93,68","-0,01","-0,01%","93,696","93,58","93,69",17:20:04,R
REP. FSE 16-26 O.A.T.F,,,,,,,,,,
KV,5RF6 | FR0013250560,EUR,"% 94,585","-0,01","-0,01%","94,595","94,44","94,59",17:20:04,R
REP. FSE 17-27 O.A.T.F,,,,,,,,,,
KV,5RFC | FR0013257524,EUR,"% 74,70","-0,69","-0,92%","75,397","74,70","74,70",10:12:57,R
REP. FSE 17-48 O.A.T.F,,,,,,,,,,
KV,R1WF | XS1084874533,EUR,"% 88,34","+0,61","+0,69%","87,73","88,34","88,34",08:23:46,R
ROBERT BOSCH MTN.14/39D,,,,,,,,,,
